tag_?	quest_id	quest_prog	main_name	prog_name	description	cnt0	items[0]	items[1]	items[2]	items[3]	items[4]	items[5]	items[6]	items[7]	items[8]	items[9]	items[10]	items[11]	items[12]	items[13]	cnt1	num_items[0]	num_items[1]	num_items[2]	num_items[3]	num_items[4]	num_items[5]	num_items[6]	num_items[7]	num_items[8]	num_items[9]	num_items[10]	num_items[11]	num_items[12]	num_items[13]	SAKI_UNK	UNKNOWN_TABLE[0]	UNKNOWN_TABLE[1]	UNKNOWN_TABLE[2]	UNKNOWN_TABLE[3]	UNKNOWN_TABLE[4]	UNKNOWN_TABLE[5]	UNKNOWN_TABLE[6]	UNKNOWN_TABLE[7]	UNKNOWN_TABLE[8]	UNKNOWN_TABLE[9]	UNKNOWN_TABLE[10]	UNKNOWN_TABLE[11]	UNKNOWN_TABLE[12]	UNKNOWN_TABLE[13]	quest_x	quest_y	quest_z	cnt2	quest_x_1	quest_y_1	quest_z_1	quest_x_2	quest_y_2	quest_z_2	quest_x_3	quest_y_3	quest_z_3	quest_x_4	quest_y_4	quest_z_4	quest_x_5	quest_y_5	quest_z_5	UNK_VAL[0]	UNK_VAL[1]	UNK_VAL[2]	UNK_VAL[3]	UNK_VAL[4]	UNK_2	lvl_min	lvl_max	quest_type	entity_name	get_item_in_quest	UNK_3	UNK_4	UNK_5	contact_npc_id[0]	contact_npc_id[1]	contact_npc_id[2]	contact_npc_id[3]	contact_npc_id[4]	contact_npc_id[5]	contact_npc_id[6]	contact_npc_id[7]	contact_npc_x	contact_npc_y	contact_npc_z	restricions	short_description	cnt3	UNK_6	req_class[0]	req_class[1]	req_class[2]	req_class[3]	req_class[4]	req_class[5]	req_class[6]	req_class[7]	req_class[8]	req_class[9]	req_class[10]	req_class[11]	req_class[12]	req_class[13]	req_class[14]	req_class[15]	req_class[16]	req_class[17]	req_class[18]	req_class[19]	req_class[20]	req_class[21]	req_class[22]	req_class[23]	req_class[24]	req_class[25]	req_class[26]	req_class[27]	req_class[28]	req_class[29]	req_class[30]	req_class[31]	req_class[32]	req_class[33]	req_class[34]	req_class[35]	cnt4	req_item[0]	req_item[1]	req_item[2]	req_item[3]	req_item[4]	clan_pet_quest	req_quest_complete	UNK_7	area_id	UNK_8	cnt5	tab5[0]	tab5[1]	tab5[2]	tab5[3]	tab5[4]	tab5[5]	tab5[6]	tab5[7]	tab5[8]	tab5[9]	tab5[10]	cnt6	tab6[0]	tab6[1]	tab6[2]	tab6[3]	tab6[4]	tab6[5]	tab6[6]	tab6[7]	tab6[8]	tab6[9]	tab6[10]	cnt7	tab7[0]	tab7[1]	tab7[2]	tab7[3]	tab7[4]	tab7[5]	tab7[6]	tab7[7]
1	15	1	u,甜美的細語\0	u,拜訪謎樣的死靈法師\0	u,商人 布拉底米爾說道，若想為他們所屬的團體工作，最好先到聖者之谷入口處見見謎樣的死靈法師。\\n\0	0															0															0															68064.00000000	-71712.00000000	-3712.00000000	0																					0	60	0	3	u,謎樣的死靈法師\0	0	1	1	1	31302								44704.00000000	-47472.00000000	-800.00000000	u,沒有條件限制\0	u,布拉底米爾正在尋找一些生力軍，好對自己所屬的謎樣團體有所助益。雖然對這件事情並不感興趣，但他誘人的一句話，卻讓人難以拒絕…。\0	0																																						0						0	0	0	200	0	2	15623	15624										2	714215	650980										1	0							
1	15	2	u,甜美的細語\0	u,拜訪長老\0	u,而謎樣的死靈法師又指示去見一位管轄邪惡祭壇的長老。\\n\0	0															0															0															72704.00000000	-72480.00000000	-4478.00000000	0																					0	60	0	3	u,長老\0	1	1	1	1	31302								44704.00000000	-47472.00000000	-800.00000000	u,沒有條件限制\0	u,布拉底米爾正在尋找一些生力軍，好對自己所屬的謎樣團體有所助益。雖然對這件事情並不感興趣，但他誘人的一句話，卻讓人難以拒絕…。\0	0																																						0						0	0	0	200	0	2	15623	15624										2	714215	650980										1	1							
1	15	-1	u,甜美的細語\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																					0	60	0	3	a,	1	1	1	1	31302								44704.00000000	-47472.00000000	-800.00000000	u,沒有條件限制\0	u,布拉底米爾正在尋找一些生力軍，好對自己所屬的謎樣團體有所助益。雖然對這件事情並不感興趣，但他誘人的一句話，卻讓人難以拒絕…。\0	0																																						0						0	0	0	200	0	2	15623	15624										2	714215	650980										1	2							
1	16	1	u,即將來臨的黑暗\0	u,解開封印！\0	u,前往邪惡的祭壇解除隱藏的封印。\\n\0	0															0															0															72656.00000000	-72480.00000000	-4478.00000000	0																					0	62	0	3	u,邪惡的祭壇\0	0	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,光輝染上黑暗任務已完成\0	u,長老要求在成為他們所屬團體的成員之前，必須要先通過一項的測試。\0	0																																						0						0	17	0	200	0	2	15623	15624										2	1795524	1679808										1	0							
1	16	2	u,即將來臨的黑暗\0	u,解開封印！\0	u,前往邪惡的祭壇解除隱藏的封印。\\n\0	0															0															0															95516.00000000	-87328.00000000	-3813.00000000	0																					0	62	0	3	u,邪惡的祭壇\0	0	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,光輝染上黑暗任務已完成\0	u,長老要求在成為他們所屬團體的成員之前，必須要先通過一項的測試。\0	0																																						0						0	17	0	200	0	2	15623	15624										2	1795524	1679808										1	1							
1	16	3	u,即將來臨的黑暗\0	u,解開封印！\0	u,前往邪惡的祭壇解除隱藏的封印。\\n\0	0															0															0															69904.00000000	-83904.00000000	-4320.00000000	0																					0	62	0	3	u,邪惡的祭壇\0	0	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,光輝染上黑暗任務已完成\0	u,長老要求在成為他們所屬團體的成員之前，必須要先通過一項的測試。\0	0																																						0						0	17	0	200	0	2	15623	15624										2	1795524	1679808										1	2							
1	16	4	u,即將來臨的黑暗\0	u,解開封印！\0	u,前往邪惡的祭壇解除隱藏的封印。\\n\0	0															0															0															78416.00000000	-75808.00000000	-4485.00000000	0																					0	62	0	3	u,邪惡的祭壇\0	0	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,光輝染上黑暗任務已完成\0	u,長老要求在成為他們所屬團體的成員之前，必須要先通過一項的測試。\0	0																																						0						0	17	0	200	0	2	15623	15624										2	1795524	1679808										1	3							
1	16	5	u,即將來臨的黑暗\0	u,解開封印！\0	u,前往邪惡的祭壇解除隱藏的封印。\\n\0	0															0															0															89236.00000000	-92684.00000000	-3800.00000000	0																					0	62	0	3	u,邪惡的祭壇\0	0	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,光輝染上黑暗任務已完成\0	u,長老要求在成為他們所屬團體的成員之前，必須要先通過一項的測試。\0	0																																						0						0	17	0	200	0	2	15623	15624										2	1795524	1679808										1	4							
1	16	6	u,即將來臨的黑暗\0	u,解開封印！\0	u,解除了封印。拿給在旁邊的長老吧。\\n\0	0															0															0															89204.00000000	-92656.00000000	-3800.00000000	0																					0	62	0	3	u,長老\0	1	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,光輝染上黑暗任務已完成\0	u,長老要求在成為他們所屬團體的成員之前，必須要先通過一項的測試。\0	0																																						0						0	17	0	200	0	2	15623	15624										2	1795524	1679808										1	5							
1	16	-1	u,即將來臨的黑暗\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																					0	62	0	3	a,	1	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,光輝染上黑暗任務已完成\0	u,長老要求在成為他們所屬團體的成員之前，必須要先通過一項測試...\0	0																																						0						0	17	0	200	0	2	15623	15624										2	1795524	1679808										1	6							
1	17	1	u,光輝染上黑暗\0	u,解開封印！\0	u,前往聖潔的祭壇，澆灑聖者之血。\\n\0	0															0															0															76656.00000000	-76416.00000000	-3602.00000000	0																					0	61	0	3	u,聖潔的祭壇\0	0	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,甜美的細語任務已完成\0	u,長老要求針對那些妨礙他們的最大因素，也就是聖潔的祭壇裡進行某件事情…。\0	0																																						0						0	15	0	200	0	2	15623	15624										2	1469840	1358340										1	0							
1	17	2	u,光輝染上黑暗\0	u,解開封印！\0	u,前往聖潔的祭壇，澆灑聖者之血。\\n\0	0															0															0															97264.00000000	-90784.00000000	-2786.00000000	0																					0	61	0	3	u,聖潔的祭壇\0	0	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,甜美的細語任務已完成\0	u,長老要求針對那些妨礙他們的最大因素，也就是聖潔的祭壇裡進行某件事情…。\0	0																																						0						0	15	0	200	0	2	15623	15624										2	1469840	1358340										1	1							
1	17	3	u,光輝染上黑暗\0	u,解開封印！\0	u,前往聖潔的祭壇，澆灑聖者之血。\\n\0	0															0															0															72750.00000000	-89153.00000000	-3106.00000000	0																					0	61	0	3	u,聖潔的祭壇\0	0	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,甜美的細語任務已完成\0	u,長老要求針對那些妨礙他們的最大因素，也就是聖潔的祭壇裡進行某件事情…。\0	0																																						0						0	15	0	200	0	2	15623	15624										2	1469840	1358340										1	2							
1	17	4	u,光輝染上黑暗\0	u,解開封印！\0	u,前往聖潔的祭壇，澆灑聖者之血。\\n\0	0															0															0															91744.00000000	-75824.00000000	-3634.00000000	0																					0	61	0	3	u,聖潔的祭壇\0	0	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,甜美的細語任務已完成\0	u,長老要求針對那些妨礙他們的最大因素，也就是聖潔的祭壇裡進行某件事情…。\0	0																																						0						0	15	0	200	0	2	15623	15624										2	1469840	1358340										1	3							
1	17	5	u,光輝染上黑暗\0	u,解開封印！\0	u,將受託的事情辦妥了。去找在附近的長老吧。\\n\0	0															0															0															72704.00000000	-72480.00000000	-4478.00000000	0																					0	61	0	3	u,長老\0	1	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,甜美的細語任務已完成\0	u,長老要求針對那些妨礙他們的最大因素，也就是聖潔的祭壇裡進行某件事情…。\0	0																																						0						0	15	0	200	0	2	15623	15624										2	1469840	1358340										1	4							
1	17	-1	u,光輝染上黑暗\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																					0	61	0	3	a,	1	1	1	1	31517								0.00000000	0.00000000	0.00000000	u,甜美的細語任務已完成\0	u,長老想要在那些妨礙他們的最大因素，也就是聖潔的祭壇內進行某件事情...\0	0																																						0						0	15	0	200	0	2	15623	15624										2	1469840	1358340										1	5							
1	18	1	u,與黃金羊相遇\0	u,收下貨物吧！\0	u,到魯因城鎮的倉庫拜訪倉庫管理員黛姬之後，領取要送去黃金羊傭兵團的補給品吧。\\n\0	0															0															0															43556.00000000	-48640.00000000	-800.00000000	0																					0	66	76	3	u,倉庫管理員 黛姬\0	0	1	1	1	31314								43560.00000000	-48912.00000000	-800.00000000	u,沒有條件限制\0	u,倉庫管理員老闆--多那爾要求將軍用品運送到被派遣悲鳴的沼澤的黃金羊傭兵團，並建議先去見見自己的姪女--倉庫管理員黛姬...\0	0																																						0						0	0	0	200	0	3	15623	15624	57									3	330194	326328	68686									1	0							
1	18	2	u,與黃金羊相遇\0	u,邁向悲鳴的沼澤！\0	u,將從黛姬那兒接受的補給品箱子，轉交給在悲鳴的沼澤的傭兵隊補給兵 亞柏克隆比吧。\\n\0	0															0															0															69348.00000000	-50408.00000000	-3288.00000000	0																					0	66	76	3	u,傭兵隊補給兵 亞柏克隆比\0	0	1	1	1	31314								43560.00000000	-48912.00000000	-800.00000000	u,沒有條件限制\0	u,倉庫管理員老闆--多那爾要求將軍用品運送到被派遣悲鳴的沼澤的黃金羊傭兵團，並建議先去見見自己的姪女--倉庫管理員黛姬...\0	0																																						0						0	0	0	200	0	3	15623	15624	57									3	330194	326328	68686									1	1							
1	18	-1	u,與黃金羊相遇\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																					0	66	76	3	a,	1	1	1	1	31314								43560.00000000	-48912.00000000	-800.00000000	u,沒有條件限制\0	u,倉庫管理員老闆 多那爾要求將軍用品運送到被派遣悲鳴的沼澤的黃金羊傭兵團，並建議先去見見自己的姪女--倉庫管理員 黛姬...\0	0																																						0						0	0	0	200	0	3	15623	15624	57									3	330194	326328	68686									1	2							
1	19	1	u,前往放牧場吧!\0	u,太嫩的肉\0	u,布拉底米爾說猛獸放牧場送來的肉跟原來委託的不一樣，因此吩咐去把它退掉。\\n\0	0															0															0															53712.00000000	-83936.00000000	-2728.00000000	0																					0	82	0	3	u,放牧場管理員 圖那坦\0	0	1	1	1	31302								44704.00000000	-47472.00000000	-800.00000000	u,沒有條件限制\0	u,魯因城鎮的商人 布拉底米爾，他嫌在不久前向放牧場所訂購的肉過於幼嫩，因此要求去退貨。  \0	0																																						0						0	0	0	200	0	3	15623	15624	57									3	1456218	1672008	299928									1	0							
1	19	-1	u,前往放牧場吧!\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																					0	82	0	3	a,	0	1	1	1	31302								44704.00000000	-47472.00000000	-800.00000000	u,沒有條件限制\0	u,魯因城鎮的商人 布拉底米爾，他嫌在不久前向放牧場所訂購的肉過於幼嫩，因此要求去退貨。  \0	0																																						0						0	0	0	200	0	3	15623	15624	57									3	1456218	1672008	299928									1	1							
1	20	1	u,請以愛心養育\0	u,純粹的寶石\0	u,放牧場管理員圖那坦請求找來只從具有純粹善良心地的猛獸長大後才會出現的純粹的寶石。\\n\0	1	7185														1	0														1	1														53712.00000000	-83936.00000000	-2728.00000000	0																					0	82	0	3	u,猛獸放牧場\0	1	1	1	1	31537								53712.00000000	-83936.00000000	-2728.00000000	u,沒有條件限制\0	u,圖那坦想要獲得純粹的寶石，但因為他沒有實力，所以想要拜託冒險家。\0	0																																						0						0	0	0	200	0	3	15623	15624	9553									3	26950000	30932000	1									1	0							
1	20	2	u,請以愛心養育\0	u,回到圖那坦\0	u,已將純粹的寶石拿到了！回到放牧場管理員圖那坦的身邊吧。\\n\0	0															0															0															53712.00000000	-83936.00000000	-2728.00000000	0																					0	82	0	3	u,放牧場管理員 圖那坦\0	0	1	1	1	31537								53712.00000000	-83936.00000000	-2728.00000000	u,沒有條件限制\0	u,圖那坦想要獲得純粹的寶石，但因為他沒有實力，所以想要拜託冒險家。\0	0																																						0						0	0	0	200	0	3	15623	15624	9553									3	26950000	30932000	1									1	1							
1	20	-1	u,請以愛心養育\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																					0	82	0	3	a,	0	1	1	1	31537								53712.00000000	-83936.00000000	-2728.00000000	u,沒有條件限制\0	u,圖那坦想要獲得純粹的寶石，但因為他沒有實力，所以想要拜託冒險家。\0	0																																						0						0	0	0	200	0	3	15623	15624	9553									3	26950000	30932000	1									1	2							
1	21	1	u,隱藏的真實\0	u,黑魔法師的煩惱\0	u,黑魔法師說，最近一直有哀號的幽靈在擾亂他的安寧。據說那些幽靈是從旁邊的那座墓碑中出來的。\\n\0	0															0															0															51475.00000000	-54596.00000000	-3155.00000000	0																					0	63	0	3	u,墓碑\0	0	1	1	1	31522								51878.00000000	-54796.00000000	-3167.00000000	u,沒有條件限制\0	u,亡者森林，那深邃的黑暗中，有著無法入眠的幽靈...那是步入陰謀的第一步。\0	0																																						0						0	0	0	200	0	2	15623	15624										2	3472500	3291820										1	0							
1	21	2	u,隱藏的真實\0	u,墓碑之幽靈\0	u,一唸起墓碑上的文字，幽靈就出現在眼前。他到底為何在此地遊盪，去問個究竟吧。\\n\0	0															0															0															51801.00000000	-54690.00000000	-3184.00000000	0																					0	63	0	3	u,海爾門的亡靈\0	1	1	1	1	31522								51878.00000000	-54796.00000000	-3167.00000000	u,沒有條件限制\0	u,亡者森林，那深邃的黑暗中，有著無法入眠的幽靈...那是步入陰謀的第一步。\0	0																																						0						0	0	0	200	0	2	15623	15624										2	3472500	3291820										1	1							
1	21	3	u,隱藏的真實\0	u,侍從的引導\0	u,哈曼的亡靈說是要派出侍從來指引去路。跟隨哈曼侍從的亡靈吧。\\n\0	0															0															0															0.00000000	0.00000000	0.00000000	0																					0	63	0	3	a,	1	1	1	1	31522								51878.00000000	-54796.00000000	-3167.00000000	u,沒有條件限制\0	u,亡者森林，那深邃的黑暗中，有著無法入眠的幽靈...那是步入陰謀的第一步。\0	0																																						0						0	0	0	200	0	2	15623	15624										2	3472500	3291820										1	2							
1	21	4	u,隱藏的真實\0	u,怨恨沉睡之地\0	u,哈曼的幽靈一邊發脾氣，一邊指引著前進的路。\\n\0	0															0															0															51995.00000000	-51265.00000000	-3104.00000000	0																					0	63	0	3	u,壞掉的書架\0	0	1	1	1	31522								51878.00000000	-54796.00000000	-3167.00000000	u,沒有條件限制\0	u,亡者森林，那深邃的黑暗中，有著無法入眠的幽靈...那是步入陰謀的第一步。\0	0																																						0						0	0	0	200	0	2	15623	15624										2	3472500	3291820										1	3							
1	21	5	u,隱藏的真實\0	u,藏在書架上的訊息\0	u,書裡的內容是寫著有關亡者森林的事情。難道就沒有其他的情報了嗎？再多翻翻書架看看。\\n\0	0															0															0															51995.00000000	-51265.00000000	-3104.00000000	0																					0	63	0	3	u,壞掉的書架\0	0	1	1	1	31522								51878.00000000	-54796.00000000	-3167.00000000	u,沒有條件限制\0	u,亡者森林，那深邃的黑暗中，有著無法入眠的幽靈...那是步入陰謀的第一步。\0	0																																						0						0	0	0	200	0	2	15623	15624										2	3472500	3291820										1	4							
1	21	6	u,隱藏的真實\0	u,前往魯因城鎮的神殿\0	u,在拿起聖徽的那一瞬間，好像傳來話語說，去找魯因城鎮殷海薩神殿的神官。總之先前往魯因城鎮的神殿。\\n\0	0															0															0															35434.00000000	-48222.00000000	899.00000000	0																					0	63	0	3	u,殷海薩神殿. \0	1	1	1	1	31522								51878.00000000	-54796.00000000	-3167.00000000	u,沒有條件限制\0	u,亡者森林，那深邃的黑暗中，有著無法入眠的幽靈...那是步入陰謀的第一步。\0	0																																						0						0	0	0	200	0	2	15623	15624										2	3472500	3291820										1	5							
1	21	7	u,隱藏的真實\0	u,拜訪伊諾珊蒂\0	u,伊諾珊蒂卻不在魯因神殿裡。或許正在圖書館附近吧？\\n\0	0															0															0															36476.00000000	-49032.00000000	-1104.00000000	0																					0	63	0	3	u,大神官 伊諾珊蒂\0	0	1	1	1	31522								51878.00000000	-54796.00000000	-3167.00000000	u,沒有條件限制\0	u,亡者森林，那深邃的黑暗中，有著無法入眠的幽靈...那是步入陰謀的第一步。\0	0																																						0						0	0	0	200	0	2	15623	15624										2	3472500	3291820										1	6							
1	21	-1	u,隱藏的真實\0	a,	a,	0															0															0															0.00000000	0.00000000	0.00000000	0																					0	63	0	3	a,	1	1	1	1	31522								51878.00000000	-54796.00000000	-3167.00000000	u,沒有條件限制\0	u,亡者森林，那深邃的黑暗中，有著無法入眠的幽靈...那是步入陰謀的第一步。\0	0																																						0						0	0	0	200	0	2	15623	15624										2	3472500	3291820										1	7							
1	22	1	u,哈曼森林的悲劇\0	u,學習降靈術的請求\0	u,當我向帝法琳去討教降靈術時，她卻只是不以為然。只好繼續說服她了。\\n\0	0															0															0															38464.00000000	-49920.00000000	-1105.00000000	0																					0	63	0	3	u,大巫師 帝法琳\0	0	1	1	1	31334								38464.00000000	-49920.00000000	-1105.00000000	u,隱藏的真實任務已完成\0	u,照神官的囑託所成的降靈術。哈曼森林裡的悲劇又是什麼呢？有人因禍而死，有人因禍得福。\0	0																																						0						0	21	0	200	0	2	15623	15624										2	8249480	7930280										1	0							
