id	dye_id	name	icon	symbol_add_name	symbol_add_desc
180	4624	u,高級智慧紋章\0	a,icon.etc_wit_symbol_i01\0	a,Wit+4 Men-4\0	a,Wit+4 Men-4\0
181	17625	u,LV1 巨人力量紋章\0	a,icon.lv1_1_hena_str\0	a,Str+3 Dex-2\0	a,Str+3 Dex-2\0
182	17626	u,LV1 巨人敏捷紋章\0	a,icon.lv1_1_hena_dex\0	a,Dex+3 Con-2\0	a,Dex+3 Con-2\0
183	17627	u,LV1 巨人體質紋章\0	a,icon.lv1_1_hena_con\0	a,Con+3 Str-2\0	a,Con+3 Str-2\0
184	17628	u,LV1 巨人智力紋章\0	a,icon.lv1_1_hena_int\0	a,Int+3 Wit-2\0	a,Int+3 Wit-2\0
185	17629	u,LV1 巨人智慧紋章\0	a,icon.lv1_1_hena_wit\0	a,Wit+3 Men-2\0	a,Wit+3 Men-2\0
186	17630	u,LV1 巨人精神紋章\0	a,icon.lv1_1_hena_men\0	a,Men+3 Int-2\0	a,Men+3 Int-2\0
187	17631	u,LV1 古代力量紋章\0	a,icon.lv1_2_hena_str\0	u,Str+3 Dex-2 火屬性抗性 +5\0	u,Str+3 Dex-2 火屬性抗性 +5\0
188	17632	u,LV1 古代敏捷紋章\0	a,icon.lv1_2_hena_dex\0	u,Dex+3 Con-2 大地屬性抗性+5\0	u,Dex+3 Con-2 大地屬性抗性+5\0
189	17633	u,LV1 古代體質紋章\0	a,icon.lv1_2_hena_con\0	u,Con+3 Str-2 黑暗屬性抗性+5\0	u,Con+3 Str-2 黑暗屬性抗性+5\0
190	17634	u,LV1 古代智力紋章\0	a,icon.lv1_2_hena_int\0	u,Int+3 Wit-2 水屬性抗性+5\0	u,Int+3 Wit-2 水屬性抗性+5\0
191	17635	u,LV1 古代智慧紋章\0	a,icon.lv1_2_hena_wit\0	u,Wit+3 Men-2 風屬性抗性+5\0	u,Wit+3 Men-2 風屬性抗性+5\0
192	17636	u,LV1 古代精神紋章\0	a,icon.lv1_2_hena_men\0	u,Men+3 Int-2 神聖屬性抗性+5\0	u,Men+3 Int-2 神聖屬性抗性+5\0
193	17637	u,LV1 傳說力量紋章\0	a,icon.lv1_3_hena_str\0	u,Str+3 Dex-1 火屬性抗性 +5\0	u,Str+3 Dex-1 火屬性抗性 +5\0
194	17638	u,LV1 傳說敏捷紋章\0	a,icon.lv1_3_hena_dex\0	u,Dex+3 Con-1 大地屬性抗性+5\0	u,Dex+3 Con-1 大地屬性抗性+5\0
195	17639	u,LV1 傳說體質紋章\0	a,icon.lv1_3_hena_con\0	u,Con+3 Str-1 黑暗屬性抗性+5\0	u,Con+3 Str-1 黑暗屬性抗性+5\0
196	17640	u,LV1 傳說智力紋章\0	a,icon.lv1_3_hena_int\0	u,Int+3 Wit-1 水屬性抗性+5\0	u,Int+3 Wit-1 水屬性抗性+5\0
197	17641	u,LV1 傳說智慧紋章\0	a,icon.lv1_3_hena_wit\0	u,Wit+3 Men-1 風屬性抗性+5\0	u,Wit+3 Men-1 風屬性抗性+5\0
198	17642	u,LV1 傳說精神紋章\0	a,icon.lv1_3_hena_men\0	u,Men+3 Int-1 神聖屬性抗性+5\0	u,Men+3 Int-1 神聖屬性抗性+5\0
199	17643	u,LV2 巨人力量紋章\0	a,icon.lv2_1_hena_str\0	a,Str+4 Dex-3\0	a,Str+4 Dex-3\0
200	17644	u,LV2 巨人敏捷紋章\0	a,icon.lv2_1_hena_dex\0	a,Dex+4 Con-3\0	a,Dex+4 Con-3\0
201	17645	u,LV2 巨人體質紋章\0	a,icon.lv2_1_hena_con\0	a,Con+4 Str-3\0	a,Con+4 Str-3\0
202	17646	u,LV2 巨人智力紋章\0	a,icon.lv2_1_hena_int\0	a,Int+4 Wit-3\0	a,Int+4 Wit-3\0
203	17647	u,LV2 巨人智慧紋章\0	a,icon.lv2_1_hena_wit\0	a,Wit+4 Men-3\0	a,Wit+4 Men-3\0
204	17648	u,LV2 巨人精神紋章\0	a,icon.lv2_1_hena_men\0	a,Men+4 Int-3\0	a,Men+4 Int-3\0
205	17649	u,LV2 古代力量紋章\0	a,icon.lv2_2_hena_str\0	u,Str+4 Dex-3 火屬性抗性 +10\0	u,Str+4 Dex-3 火屬性抗性 +10\0
