id	shit[0]	shit[1]	shit[2]	shit[3]	shit[4]	shit[5]	shit[6]	shit[7]	shit[8]
396	1	2	2	1	2	2	1	2	2
400	1	2	2	1	2	2	1	2	2
401	1	2	2	1	2	2	1	2	2
402	1	2	2	1	2	2	1	2	2
403	1	2	2	1	2	2	1	2	2
404	1	2	2	1	2	2	1	2	2
405	1	2	2	1	2	2	1	2	2
406	1	2	2	1	2	2	1	2	2
407	1	2	2	1	2	2	1	2	2
408	1	2	2	1	2	2	1	2	2
409	1	2	2	1	2	2	1	2	2
410	1	2	2	1	2	2	1	2	2
411	1	2	2	1	2	2	1	2	2
412	1	2	2	1	2	2	1	2	2
413	1	2	2	1	2	2	1	2	2
414	1	2	2	1	2	2	1	2	2
415	1	2	2	1	2	2	1	2	2
416	1	2	2	1	2	2	1	2	2
417	1	2	2	1	2	2	1	2	2
419	1	2	2	1	2	2	1	2	2
420	1	2	2	1	2	2	1	2	2
421	1	2	2	1	1	2	1	2	2
423	1	2	2	1	2	2	1	2	2
425	1	2	2	1	2	2	1	2	2
426	1	2	2	1	2	2	1	2	2
427	1	2	2	1	2	2	1	2	2
437	1	2	2	1	2	2	1	2	2
438	1	2	2	1	2	2	1	2	2
439	1	2	2	1	2	2	1	2	2
440	1	2	2	1	2	2	1	2	2
441	1	2	2	1	2	2	1	2	2
442	1	2	2	1	2	2	1	2	2
443	1	2	2	1	2	2	1	2	2
445	1	2	2	1	2	2	1	2	2
446	1	2	2	1	2	2	1	2	2
447	1	2	2	1	2	2	1	2	2
448	1	2	2	1	2	2	1	2	2
449	1	2	2	1	2	2	1	2	2
450	1	2	2	1	2	2	1	2	2
451	1	2	2	1	2	2	1	2	2
452	1	2	2	1	2	2	1	2	2
453	1	2	2	1	2	2	1	2	2
454	2	2	2	1	2	2	1	2	2
455	2	2	2	1	2	2	1	2	2
456	2	2	2	1	2	2	1	2	2
457	2	2	2	1	2	2	1	2	2
458	2	2	2	1	2	2	1	2	2
459	2	2	2	1	2	2	1	2	2
460	2	2	2	1	2	2	1	2	2
461	1	2	2	1	2	2	1	2	2
1002	1	2	2	1	1	2	1	2	2
1003	1	2	2	1	1	2	1	2	2
1004	1	2	2	1	1	2	1	2	2
1005	1	2	2	1	1	2	1	2	2
1006	1	2	2	1	1	2	1	2	2
1007	1	2	2	1	1	2	1	2	2
1008	1	2	2	1	1	2	1	2	2
1009	1	2	2	1	1	2	1	2	2
1010	1	2	2	1	2	2	1	2	2
1011	1	2	2	1	2	2	1	2	2
1012	1	2	2	1	2	2	1	2	2
1013	1	2	2	1	2	2	1	2	2
1015	1	2	2	1	2	2	1	2	2
1016	1	2	2	1	2	2	1	2	2
1018	1	2	2	1	2	2	1	2	2
1020	1	2	2	1	2	2	1	2	2
1027	1	2	2	1	2	2	1	2	2
1028	1	2	2	1	2	2	1	2	2
1031	1	2	2	1	2	2	1	2	2
1032	1	2	2	1	2	2	1	2	2
1033	1	2	2	1	2	2	1	2	2
1034	1	2	2	1	2	2	1	2	2
1035	1	2	2	1	2	2	1	2	2
1036	1	2	2	1	2	2	1	2	2
1040	1	2	2	1	2	2	1	2	2
1042	1	2	2	1	2	2	1	2	2
1043	1	2	2	1	2	2	1	2	2
1044	1	2	2	1	2	2	1	2	2
1045	1	2	2	1	2	2	1	2	2
1047	1	2	2	1	2	2	1	2	2
1048	1	2	2	1	2	2	1	2	2
1049	1	2	2	1	2	2	1	2	2
1050	1	2	2	1	2	2	1	2	2
1056	1	2	2	1	2	2	1	2	2
1059	1	2	2	1	2	2	1	2	2
1062	1	2	2	1	2	2	1	2	2
1064	1	2	2	1	2	2	1	2	2
1068	1	2	2	1	2	2	1	2	2
1069	1	2	2	1	2	2	1	2	2
1071	1	2	2	1	2	2	1	2	2
1072	1	2	2	1	2	2	1	2	2
1073	1	2	2	1	2	2	1	2	2
1074	1	2	2	1	2	2	1	2	2
1075	1	2	2	1	2	2	1	2	2
1077	1	2	2	1	2	2	1	2	2
1078	1	2	2	1	2	2	1	2	2
1083	1	2	2	1	2	2	1	2	2
1085	1	2	2	1	2	2	1	2	2
1086	1	2	2	1	2	2	1	2	2
1087	1	2	2	1	2	2	1	2	2
1090	1	2	2	1	2	2	1	2	2
1092	1	2	2	1	1	2	1	2	2
1095	1	2	2	1	1	2	1	2	2
1096	1	2	2	1	1	2	1	2	2
1097	1	2	2	1	1	2	1	2	2
1099	1	2	2	1	1	2	1	2	2
1100	1	1	2	1	1	2	1	1	2
1101	1	2	2	1	2	2	1	2	2
1102	1	2	2	1	1	2	1	2	2
1104	1	2	2	1	1	2	1	2	2
1105	1	2	2	1	1	2	1	2	2
1107	1	1	2	1	1	2	1	1	2
1108	1	2	2	1	2	2	1	2	2
1111	1	2	2	1	2	2	1	2	2
1126	1	2	2	1	2	2	1	2	2
1127	1	2	2	1	2	2	1	2	2
1128	1	2	2	1	2	2	1	2	2
1129	1	2	2	1	2	2	1	2	2
1139	1	2	2	1	2	2	1	2	2
1140	1	2	2	1	2	2	1	2	2
1141	1	2	2	1	2	2	1	2	2
1144	1	2	2	1	2	2	1	2	2
1145	1	2	2	1	2	2	1	2	2
1146	1	2	2	1	2	2	1	2	2
1147	1	2	2	1	2	2	1	2	2
1148	1	1	2	1	1	2	1	1	2
1151	1	2	2	1	2	2	1	2	2
1154	1	2	2	1	2	2	1	2	2
1155	1	2	2	1	2	2	1	2	2
1156	1	2	2	1	2	2	1	2	2
1157	1	2	2	1	2	2	1	2	2
1159	1	1	2	1	1	2	1	1	2
1160	1	2	2	1	2	2	1	2	2
1163	1	2	2	1	2	2	1	2	2
1164	1	2	2	1	2	2	1	2	2
1167	1	2	2	1	2	2	1	2	2
1168	1	2	2	1	2	2	1	2	2
1169	1	2	2	1	2	2	1	2	2
1170	1	2	2	1	2	2	1	2	2
1171	1	2	2	1	1	2	1	2	2
1172	1	2	2	1	2	2	1	2	2
1174	1	2	2	1	2	2	1	2	2
1175	1	1	2	1	1	2	1	1	2
1176	1	1	2	1	1	2	1	1	2
1177	1	1	2	1	1	2	1	1	2
1178	1	1	2	1	1	2	1	1	2
1181	1	1	2	1	1	2	1	1	2
1182	1	2	2	1	2	2	1	2	2
1183	1	2	2	1	2	2	1	2	2
1184	1	2	2	1	2	2	1	2	2
1189	1	2	2	1	2	2	1	2	2
1191	1	2	2	1	2	2	1	2	2
1201	1	2	2	1	2	2	1	2	2
1204	1	2	2	1	2	2	1	2	2
1206	1	2	2	1	2	2	1	2	2
1208	1	2	2	1	1	2	1	2	2
1209	1	2	2	1	1	2	1	2	2
1210	1	2	2	1	1	2	1	2	2
1213	1	2	2	1	1	2	1	2	2
1216	1	2	2	1	2	2	1	2	2
1217	1	2	2	1	2	2	1	2	2
1218	1	2	2	1	2	2	1	2	2
1219	1	2	2	1	2	2	1	2	2
1220	1	1	2	1	1	2	1	1	2
1222	1	2	2	1	2	2	1	2	2
1223	1	2	2	1	2	2	1	2	2
1224	1	2	2	1	2	2	1	2	2
1225	1	2	2	1	2	2	1	2	2
1226	1	2	2	1	2	2	1	2	2
1227	1	2	2	1	2	2	1	2	2
1228	1	2	2	1	2	2	1	2	2
1229	1	2	2	1	1	2	1	2	2
1230	1	1	2	1	1	2	1	1	2
1231	1	2	2	1	2	2	1	2	2
1232	1	2	2	1	2	2	1	2	2
1233	1	2	2	1	2	2	1	2	2
1234	1	2	2	1	2	2	1	2	2
1235	1	2	2	1	2	2	1	2	2
1236	1	2	2	1	2	2	1	2	2
1237	1	1	2	1	1	2	1	1	2
1238	1	2	2	1	2	2	1	2	2
1239	1	1	2	1	1	2	1	1	2
1240	1	2	2	1	2	2	1	2	2
1242	1	2	2	1	2	2	1	2	2
1243	1	2	2	1	2	2	1	2	2
1244	1	1	2	1	1	2	1	1	2
1245	1	2	2	1	2	2	1	2	2
1246	1	2	2	1	1	2	1	2	2
1247	1	2	2	1	1	2	1	2	2
1248	1	2	2	1	1	2	1	2	2
1249	1	2	2	1	1	2	1	2	2
1250	1	2	2	1	1	2	1	2	2
1251	1	2	2	1	1	2	1	2	2
1252	1	2	2	1	1	2	1	2	2
1253	1	2	2	1	1	2	1	2	2
1254	1	2	2	1	2	2	1	2	2
1255	1	2	2	1	2	2	1	2	2
1256	1	2	2	1	1	2	1	2	2
1257	1	2	2	1	2	2	1	2	2
1258	1	2	2	1	2	2	1	2	2
1259	1	2	2	1	2	2	1	2	2
1260	1	2	2	1	1	2	1	2	2
1261	1	2	2	1	1	2	1	2	2
1263	1	2	2	1	2	2	1	2	2
1264	1	2	2	1	2	2	1	2	2
1265	1	2	2	1	2	2	1	2	2
1266	1	1	2	1	1	2	1	1	2
1267	1	1	2	1	1	2	1	1	2
1268	1	2	2	1	2	2	1	2	2
1269	1	2	2	1	2	2	1	2	2
1271	1	2	2	1	2	2	1	2	2
1272	1	2	2	1	2	2	1	2	2
1273	1	2	2	1	2	2	1	2	2
1274	1	2	2	1	2	2	1	2	2
1275	1	2	2	1	2	2	1	2	2
1276	1	2	2	1	2	2	1	2	2
1277	1	2	2	1	2	2	1	2	2
1278	1	2	2	1	2	2	1	2	2
1279	1	2	2	1	2	2	1	2	2
1280	1	2	2	1	2	2	1	2	2
1281	1	2	2	1	2	2	1	2	2
1282	1	2	2	1	1	2	1	2	2
1284	1	2	2	1	1	2	1	2	2
1285	1	2	2	1	2	2	1	2	2
1286	1	2	2	1	2	2	1	2	2
1287	1	2	2	1	2	2	1	2	2
1288	1	2	2	1	1	2	1	1	2
1289	1	1	2	1	1	2	1	1	2
1290	1	1	2	1	1	2	1	1	2
1291	1	1	2	1	1	2	1	1	2
1292	1	2	2	1	1	2	1	1	2
1293	1	2	2	1	1	2	1	1	2
1294	1	2	2	1	1	2	1	1	2
1295	1	1	2	1	1	2	1	1	2
1296	1	2	2	1	2	2	1	2	2
1298	1	2	2	1	2	2	1	2	2
1299	1	2	2	1	2	2	1	2	2
1300	1	2	2	1	2	2	1	2	2
1301	1	2	2	1	2	2	1	2	2
1303	1	2	2	1	2	2	1	2	2
1304	1	2	2	1	2	2	1	2	2
1305	1	2	2	1	1	2	1	2	2
1306	1	2	2	1	1	2	1	2	2
1307	1	2	2	1	2	2	1	2	2
1308	1	2	2	1	1	2	1	2	2
1309	1	2	2	1	1	2	1	2	2
1310	1	2	2	1	1	2	1	2	2
1311	1	2	2	1	2	2	1	2	2
1323	1	2	2	1	2	2	1	2	2
1324	1	2	2	1	2	2	1	2	2
1325	1	2	2	1	2	2	1	2	2
1326	1	2	2	1	2	2	1	2	2
1327	1	2	2	1	2	2	1	2	2
1328	1	2	2	1	2	2	1	2	2
1329	1	2	2	1	2	2	1	2	2
1330	1	2	2	1	2	2	1	2	2
1331	1	2	2	1	2	2	1	2	2
1332	1	2	2	1	2	2	1	2	2
1333	1	2	2	1	2	2	1	2	2
1334	1	2	2	1	2	2	1	2	2
1335	1	2	2	1	2	2	1	2	2
1336	1	2	2	1	2	2	1	2	2
1337	1	2	2	1	2	2	1	2	2
1338	1	2	2	1	2	2	1	2	2
1339	1	2	2	1	2	2	1	2	2
1340	1	2	2	1	2	2	1	2	2
1341	1	2	2	1	2	2	1	2	2
1342	1	2	2	1	2	2	1	2	2
1343	1	2	2	1	2	2	1	2	2
1344	1	2	2	1	2	2	1	2	2
1345	1	2	2	1	2	2	1	2	2
1346	1	2	2	1	2	2	1	2	2
1347	1	2	2	1	2	2	1	2	2
1348	1	2	2	1	2	2	1	2	2
1349	1	2	2	1	2	2	1	2	2
1350	1	2	2	1	2	2	1	2	2
1351	1	2	2	1	2	2	1	2	2
1352	1	2	2	1	2	2	1	2	2
1353	1	2	2	1	2	2	1	2	2
1354	1	2	2	1	2	2	1	2	2
1355	1	2	2	1	2	2	1	2	2
1356	1	2	2	1	2	2	1	2	2
1357	1	2	2	1	2	2	1	2	2
1358	1	2	2	1	2	2	1	2	2
1359	1	2	2	1	2	2	1	2	2
1360	1	2	2	1	2	2	1	2	2
1361	1	2	2	1	2	2	1	2	2
1362	1	2	2	1	1	2	1	2	2
1363	1	2	2	1	1	2	1	2	2
1364	1	2	2	1	1	2	1	2	2
1365	1	2	2	1	1	2	1	2	2
1366	1	2	2	1	1	2	1	2	2
1367	1	2	2	1	1	2	1	2	2
1374	1	2	2	1	2	2	1	2	2
1375	1	2	2	1	2	2	1	2	2
1376	1	2	2	1	2	2	1	2	2
1380	1	2	2	1	2	2	1	2	2
1381	1	2	2	1	2	2	1	2	2
1382	1	2	2	1	2	2	1	2	2
1383	1	2	2	1	2	2	1	2	2
1384	1	2	2	1	2	2	1	2	2
1385	1	2	2	1	2	2	1	2	2
1386	1	2	2	1	2	2	1	2	2
1387	1	2	2	1	2	2	1	2	2
1388	1	2	2	1	2	2	1	2	2
1389	1	2	2	1	2	2	1	2	2
1390	1	2	2	1	1	2	1	2	2
1391	1	2	2	1	2	2	1	2	2
1392	1	2	2	1	2	2	1	2	2
1393	1	2	2	1	2	2	1	2	2
1394	1	2	2	1	2	2	1	2	2
1395	1	2	2	1	2	2	1	2	2
1396	1	2	2	1	2	2	1	2	2
1397	1	2	2	1	2	2	1	2	2
1398	1	2	2	1	2	2	1	2	2
1399	1	2	2	1	2	2	1	2	2
1400	1	2	2	1	2	2	1	2	2
1401	1	2	2	1	2	2	1	2	2
1402	1	2	2	1	2	2	1	2	2
1403	1	2	2	1	2	2	1	2	2
1404	1	2	2	1	2	2	1	2	2
1406	1	2	2	1	2	2	1	2	2
1407	1	2	2	1	2	2	1	2	2
1408	1	2	2	1	2	2	1	2	2
1409	1	2	2	1	2	2	1	2	2
1410	1	2	2	1	2	2	1	2	2
1411	1	2	2	1	2	2	1	2	2
1412	1	2	2	1	2	2	1	2	2
1413	1	2	2	1	2	2	1	2	2
1414	1	2	2	1	2	2	1	2	2
1415	1	2	2	1	2	2	1	2	2
1416	1	2	2	1	2	2	1	2	2
1417	1	2	2	1	2	2	1	2	2
1418	1	2	2	1	2	2	1	2	2
1419	1	2	2	1	2	2	1	2	2
1420	1	2	2	1	2	2	1	2	2
1421	1	2	2	1	2	2	1	2	2
1423	1	2	2	1	2	2	1	2	2
1424	1	2	2	1	2	2	1	2	2
1425	1	2	2	1	2	2	1	2	2
1426	1	2	2	1	2	2	1	2	2
1427	1	2	2	1	2	2	1	2	2
1428	1	2	2	1	2	2	1	2	2
1429	1	2	2	1	2	2	1	2	2
1430	1	2	2	1	2	2	1	2	2
2003	1	2	2	1	2	2	1	2	2
2004	1	2	2	1	2	2	1	2	2
2005	2	2	2	1	2	2	1	2	2
2008	1	2	2	1	2	2	1	2	2
2009	1	2	2	1	2	2	1	2	2
2011	2	2	2	1	2	2	1	2	2
2012	2	2	2	1	2	2	1	2	2
2013	1	2	2	1	2	2	1	2	2
2014	1	2	2	1	2	2	1	2	2
2025	2	2	2	1	2	2	1	2	2
2031	2	2	2	1	2	2	1	2	2
2032	2	2	2	1	2	2	1	2	2
2033	1	2	2	1	2	2	1	2	2
2034	2	2	2	1	2	2	1	2	2
2035	2	2	2	1	2	2	1	2	2
2036	1	2	2	1	2	2	1	2	2
2037	2	2	2	1	2	2	1	2	2
2038	2	2	2	1	2	2	1	2	2
2039	1	2	2	1	2	2	1	2	2
2040	1	2	2	1	2	2	1	2	2
2041	1	2	2	1	2	2	1	2	2
2042	2	2	2	1	2	2	1	2	2
2043	2	2	2	1	2	2	1	2	2
2044	2	2	2	1	2	2	1	2	2
2045	1	2	2	1	2	2	1	2	2
2046	1	2	2	1	2	2	1	2	2
2047	2	2	2	1	2	2	1	2	2
2048	2	2	2	1	2	2	1	2	2
2049	1	2	2	1	2	2	1	2	2
2050	1	2	2	1	2	2	1	2	2
2051	1	2	2	1	2	2	1	2	2
2052	1	2	2	1	2	2	1	2	2
2053	1	2	2	1	2	2	1	2	2
2054	1	2	2	1	2	2	1	2	2
2055	1	2	2	1	2	2	1	2	2
2056	1	2	2	1	2	2	1	2	2
2057	1	2	2	1	2	2	1	2	2
2058	1	2	2	1	2	2	1	2	2
2059	1	2	2	1	2	2	1	2	2
2061	1	2	2	1	2	2	1	2	2
2062	1	2	2	1	2	2	1	2	2
2063	2	2	2	1	2	2	1	2	2
2064	1	2	2	1	2	2	1	2	2
2065	1	2	2	1	2	2	1	2	2
2066	1	2	2	1	2	2	1	2	2
2067	1	2	2	1	2	2	1	2	2
2068	1	2	2	1	2	2	1	2	2
2069	1	2	2	1	2	2	1	2	2
2070	1	2	2	1	2	2	1	2	2
2071	1	2	2	1	2	2	1	2	2
2072	1	2	2	1	2	2	1	2	2
2073	1	2	2	1	2	2	1	2	2
2076	2	2	2	1	2	2	1	2	2
2094	1	2	2	1	2	2	1	2	2
2097	1	2	2	1	2	2	1	2	2
2098	1	2	2	1	2	2	1	2	2
2099	1	2	2	1	2	2	1	2	2
2100	1	2	2	1	2	2	1	2	2
2101	2	2	2	1	2	2	1	2	2
2102	2	2	2	1	2	2	1	2	2
2103	2	2	2	1	2	2	1	2	2
2122	2	2	2	1	2	2	1	2	2
2123	2	2	2	1	2	2	1	2	2
2124	2	2	2	1	2	2	1	2	2
2125	2	2	2	1	2	2	1	2	2
2126	2	2	2	1	2	2	1	2	2
2127	2	2	2	1	2	2	1	2	2
2128	2	2	2	1	2	2	1	2	2
2129	2	2	2	1	2	2	1	2	2
2130	2	2	2	1	2	2	1	2	2
2131	2	2	2	1	2	2	1	2	2
2132	2	2	2	1	2	2	1	2	2
2133	2	2	2	1	2	2	1	2	2
2134	2	2	2	1	2	2	1	2	2
2135	2	2	2	1	2	2	1	2	2
2140	1	2	2	1	2	2	1	2	2
2141	1	2	2	1	2	2	1	2	2
2142	1	2	2	1	2	2	1	2	2
2143	1	2	2	1	2	2	1	2	2
2144	1	2	2	1	2	2	1	2	2
2145	1	2	2	1	2	2	1	2	2
2146	1	2	2	1	2	2	1	2	2
2147	1	2	2	1	2	2	1	2	2
2148	1	2	2	1	2	2	1	2	2
2149	1	2	2	1	2	2	1	2	2
2150	1	2	2	1	2	2	1	2	2
2151	1	2	2	1	2	2	1	2	2
2152	1	2	2	1	2	2	1	2	2
2153	1	2	2	1	2	2	1	2	2
2154	1	2	2	1	2	2	1	2	2
2155	1	2	2	1	2	2	1	2	2
2156	1	2	2	1	2	2	1	2	2
2157	1	2	2	1	2	2	1	2	2
2158	1	2	2	1	2	2	1	2	2
2159	1	2	2	1	2	2	1	2	2
2160	1	2	2	1	2	2	1	2	2
2161	1	2	2	1	2	2	1	2	2
2162	1	2	2	1	2	2	1	2	2
2163	1	2	2	1	2	2	1	2	2
2164	1	2	2	1	2	2	1	2	2
2165	2	2	2	1	2	2	1	2	2
2166	2	2	2	1	2	2	1	2	2
2167	2	2	2	1	2	2	1	2	2
2168	1	2	2	1	2	2	1	2	2
2169	2	2	2	1	2	2	1	2	2
2170	2	2	2	1	2	2	1	2	2
2177	1	2	2	1	2	2	1	2	2
2178	1	2	2	1	2	2	1	2	2
2179	1	2	2	1	2	2	1	2	2
2180	2	2	2	1	2	2	1	2	2
2181	1	2	2	1	2	2	1	2	2
2182	1	2	2	1	2	2	1	2	2
2183	1	2	2	1	2	2	1	2	2
2184	1	2	2	1	2	2	1	2	2
2185	1	2	2	1	2	2	1	2	2
2186	1	2	2	1	2	2	1	2	2
2187	1	2	2	1	2	2	1	2	2
2213	1	2	2	1	2	2	1	2	2
2214	1	2	2	1	2	2	1	2	2
2230	1	2	2	1	2	2	1	2	2
2234	1	1	2	1	1	2	1	1	2
2240	1	2	2	1	2	2	1	2	2
2241	2	2	2	1	2	2	1	2	2
2242	2	2	2	1	2	2	1	2	2
2243	1	2	2	1	2	2	1	2	2
2244	2	2	2	1	2	2	1	2	2
2245	2	2	2	1	2	2	1	2	2
2246	2	2	2	1	2	2	1	2	2
2247	2	2	2	1	2	2	1	2	2
2272	1	2	2	1	2	2	1	2	2
2276	1	2	2	1	2	2	1	2	2
2280	2	2	2	1	2	2	1	2	2
2281	2	2	2	1	2	2	1	2	2
2282	2	2	2	1	2	2	1	2	2
2283	2	2	2	1	2	2	1	2	2
2284	2	2	2	1	2	2	1	2	2
2285	2	2	2	1	2	2	1	2	2
2286	2	2	2	1	2	2	1	2	2
2287	2	2	2	1	2	2	1	2	2
2288	2	2	2	1	2	2	1	2	2
2289	2	2	2	1	2	2	1	2	2
2305	2	2	2	1	2	2	1	2	2
2310	1	2	2	1	2	2	1	2	2
2311	1	2	2	1	2	2	1	2	2
2312	1	2	2	1	2	2	1	2	2
