id	UNK_0	message	group	rgba[0]	rgba[1]	rgba[2]	rgba[3]	item_sound	sys_msg_ref	UNK_1[0]	UNK_1[1]	UNK_1[2]	UNK_1[3]	UNK_1[4]	sub_msg	type
42	1	u,閃開了「$c1」的攻擊。\0	1	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,battle\0
43	1	u,沒有擊中對手。\0	1	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,battle\0
44	1	u,致命攻擊！\0	1	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,battle\0
45	1	u,獲得「$s1」點經驗值。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
46	1	u,使用「$s1」。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
47	1	u,「$s1」正在使用中。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
48	1	u,「$s1」正在冷卻中，故無法再次使用。\0	3	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,damage\0
49	1	u,裝備「$s1」。\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
50	1	u,無目標對象。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
51	1	u,不可使用在自己身上。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
52	1	u,獲得「$s1」枚金幣。\0	0	0	FF	FF	FF	a,ItemSound.itemequip_etc_money\0	a,	0	0	0	0	0	a,	a,none\0
53	1	u,獲得「$s2」個「$s1」。\0	0	0	FF	FF	FF	a,ItemSound.pickup\0	a,	0	0	0	0	0	a,	a,none\0
54	1	u,獲得「$s1」。\0	0	0	FF	FF	FF	a,ItemSound.pickup\0	a,	0	0	0	0	0	a,	a,none\0
55	1	u,無法撿起「$s1」枚金幣。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
56	1	u,無法撿起「$s1」。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
57	1	u,無法撿起「$s2」個「$s1」。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
58	1	u,無法獲得「$s1」枚金幣。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
59	1	u,無法獲得「$s1」。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
60	1	u,無法獲得「$s2」個「$s1」。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
61	1	u,什麼事情都沒發生。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
62	1	u,已成功強化「$s1」。\0	0	0	FF	FF	FF	a,ItemSound3.sys_enchant_success\0	a,	0	0	0	0	0	a,	a,none\0
63	1	u,「+$s1$s2」發出閃耀的光芒。\0	0	0	FF	FF	FF	a,ItemSound3.sys_enchant_success\0	a,	0	0	0	0	0	a,	a,none\0
64	1	u,「$s1」發出激烈的強光而消失了。\0	0	79	9B	B0	FF	a,ItemSound3.sys_enchant_failed\0	a,	0	0	0	0	0	a,	a,none\0
65	1	u,「+$s1$s2」發出激烈的強光而消失了。\0	0	79	9B	B0	FF	a,ItemSound3.sys_enchant_failed\0	a,	0	0	0	0	0	a,	a,none\0
66	1	u,「$c1」邀請您加入隊伍，要加入嗎？\0	4	79	9B	B0	FF	a,ItemSound3.sys_party_invite\0	a,	0	0	0	0	0	a,	a,popup\0
67	1	u,「$s1」邀請您加入「$s2」血盟，要參加嗎？\0	4	79	9B	B0	FF	a,ItemSound3.sys_party_invite\0	a,	0	0	0	0	0	a,	a,popup\0
68	1	u,確定要脫離「$s1」血盟嗎？脫離後在1日內無法重新加入其他血盟。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
69	1	u,確定要開除盟友「$s1」嗎？如果開除盟員，在1日之內無法再招收血盟成員。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
70	1	u,解散血盟將會受到經驗值下降的懲罰，確定要解散「$s1」血盟嗎？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
71	1	u,請問要丟棄幾個「$s1」？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
72	1	u,請問要移動幾個「$s1」？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
73	1	u,請問要刪除幾個「$s1」？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
74	1	u,刪除後將無法救回，確定要刪除「$s1」嗎？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
75	1	u,這是不存在的帳號。\0	0	79	9B	B0	FF	a,ItemSound3.sys_character_failed\0	a,	0	0	0	0	0	a,	a,none\0
76	1	u,密碼錯誤。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
77	1	u,無法再創造新角色，請刪除現有的角色後再試。\0	0	79	9B	B0	FF	a,ItemSound3.sys_character_failed\0	a,	0	0	0	0	0	a,	a,none\0
78	1	u,刪除角色時，也將一同刪除所擁有的維他命道具。請確認角色是否擁有維他命道具。確定要刪除「$s1」嗎？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
79	1	u,這個名字已有人使用。\0	0	79	9B	B0	FF	a,ItemSound3.sys_character_failed\0	a,	0	0	0	0	0	a,	a,none\0
80	1	u,請輸入中文1～8字或英文1~16字。\0	0	79	9B	B0	FF	a,ItemSound3.sys_character_failed\0	a,	0	0	0	0	0	a,	a,none\0
81	1	u,請選擇種族。\0	0	79	9B	B0	FF	a,ItemSound3.sys_character_failed\0	a,	0	0	0	0	0	a,	a,none\0
82	1	u,請選擇職業。\0	0	79	9B	B0	FF	a,ItemSound3.sys_character_failed\0	a,	0	0	0	0	0	a,	a,none\0
83	1	u,請選擇性別。\0	0	79	9B	B0	FF	a,ItemSound3.sys_character_failed\0	a,	0	0	0	0	0	a,	a,none\0
84	1	u,安全區域內無法進行攻擊。\0	0	0	0	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
85	1	u,對方在安全區域內，無法進行攻擊。\0	0	0	0	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
86	1	u,請輸入帳號。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
87	1	u,請輸入密碼。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
88	1	u,協定版本錯誤，請終止程式。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
89	1	u,協定版本錯誤，請繼續進行。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
90	1	u,無法與伺服器連線。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
91	1	u,請選擇髮型。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
92	1	u,「$s1」的效果消失了。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
93	1	u,SP不足。\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,93\0	0	0	0	0	0	a,	a,none\0
94	1	a,Copyright ?ncsoft Corporation. All Rights Reserved.\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
95	1	u,獲得「$s1」點經驗值與「$s2」點SP。\0	0	22	AA	EE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
96	1	u,您升級了！\0	0	0	FF	FF	FF	a,	a,	0	0	0	0	0	a,	a,none\0
97	1	u,無法移動任務道具。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
98	1	u,任務道具無法丟棄或刪除。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
99	1	u,任務道具無法交易。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
100	1	u,「$c1」請求與您交易，要進行交易嗎？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
101	1	u,戰鬥中無法登出。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
102	1	u,戰鬥中無法重新開始。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
103	1	u,帳號已在使用中。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
104	1	u,進行攻擊時，無法變更武器。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
105	1	u,邀請了「$c1」加入隊伍。\0	0	79	9B	B0	FF	a,ItemSound3.sys_party_join\0	a,	0	0	0	0	0	a,	a,none\0
106	1	u,加入「$s1」的隊伍。\0	0	79	9B	B0	FF	a,ItemSound3.sys_party_join\0	a,	0	0	0	0	0	a,	a,none\0
107	1	u,「$c1」加入隊伍。\0	0	A0	D7	FE	FF	a,ItemSound3.sys_party_join\0	a,	0	0	0	0	0	a,	a,none\0
108	1	u,「$c1」離開隊伍。\0	0	A0	D7	FE	FF	a,ItemSound3.sys_party_leave\0	a,	0	0	0	0	0	a,	a,none\0
109	1	u,錯誤的目標。\0	0	D6	70	DA	FF	a,	a,	0	0	0	0	0	a,	a,none\0
110	1	u,感受到「$s1」的效果。\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
111	1	u,您成功的使用盾牌進行防禦。\0	1	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,battle\0
112	1	u,箭數不足。\0	0	A0	D7	FE	FF	a,ItemSound3.sys_shortage\0	a,112\0	0	0	0	0	0	a,	a,none\0
113	1	u,條件不符，無法使用「$s1」。\0	0	A0	D7	FE	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
114	1	u,您進入世界樹的籠罩範圍。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
115	1	u,您離開世界樹的籠罩範圍。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
116	1	u,進入安全區域。\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
117	1	u,離開安全區域。\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
118	1	u,請求與「$c1」進行交易。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
119	1	u,「$c1」拒絕交易。\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
120	1	u,開始與「$c1」進行交易。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
121	1	u,「$c1」已確認交易內容。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
122	1	u,對方已確認交易內容，不可再增加交易項目。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
123	1	u,交易完成。\0	0	79	9B	B0	FF	a,ItemSound3.sys_exchange_success\0	a,	0	0	0	0	0	a,	a,none\0
124	1	u,「$c1」取消交易。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
125	1	u,確定要結束遊戲嗎？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
126	1	u,確定要重新開始遊戲嗎？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
127	1	u,與伺服器的連線結束，請稍後再嘗試連線。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
128	1	u,角色創造失敗。\0	0	79	9B	B0	FF	a,ItemSound3.sys_character_failed\0	a,	0	0	0	0	0	a,	a,none\0
129	1	u,攜帶道具數量已滿。\0	0	0	0	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
130	1	u,倉庫存放數量已滿。\0	4	0	0	FF	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
131	1	u,「$s1」已登入。\0	0	79	9B	B0	FF	a,ItemSound3.sys_friend_login\0	a,	0	0	0	0	0	a,	a,none\0
132	1	u,已將「$s1」新增至好友名單。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
133	1	u,已將「$s1」從好友名單中刪除。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
134	1	u,請重新確認好友名單。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
135	1	u,「$c1」並未回覆，組隊邀請已取消。\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
136	1	u,您未回覆「$c1」，組隊的邀請已取消。\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
137	1	u,熱鍵內已沒有道具。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
138	1	u,未設定快速鍵。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
139	1	u,「$s2」對「$c1」沒有效果。\0	0	D6	70	DA	FF	a,	a,	0	0	0	0	0	a,	a,none\0
140	1	u,MP不足，技能解除。\0	0	D6	70	DA	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
141	1	u,已確認交易內容，不可再增加交易項目。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
142	1	u,交易進行中。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
143	1	u,「$c1」正與他人進行交易。\0	0	A0	D7	FE	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
144	1	u,目標錯誤。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
145	1	u,對方不在遊戲中。\0	0	A0	D7	FE	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
146	1	u,您可以談話了。\0	4	79	9B	B0	FF	a,ItemSound3.sys_chat_permission\0	a,146\0	0	0	0	0	0	a,	a,popup\0
147	1	u,您無法談話。\0	4	79	9B	B0	FF	a,ItemSound3.sys_chat_prohibition\0	a,147\0	0	0	0	0	0	a,	a,popup\0
148	1	u,無法使用任務道具。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
149	1	u,交易中無法撿取或使用道具。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
150	1	u,無法丟棄或刪除個人商店、交易中的物品。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
151	1	u,距離太遠無法丟棄。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
152	1	u,邀請對象錯誤。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
153	1	u,「$c1」正在進行其他動作，請稍後再邀請。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
154	1	u,只有隊長可以提出邀請。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
155	1	u,隊伍名額已滿。\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
156	1	u,能量吸取中斷。\0	0	D6	70	DA	FF	a,	a,	0	0	0	0	0	a,	a,none\0
157	1	u,成功抵抗「$c1」的能量吸取。\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
158	1	u,攻擊失敗。\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
159	1	u,成功抵抗「$c1」的魔法。\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
160	1	u,「$c1」已隸屬於其他隊伍，故無法進行邀請。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
161	1	u,您想邀請加入隊伍的玩家不存在。\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
162	1	u,距離倉庫太遠。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
163	1	u,數量錯誤，故無法刪除。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
164	1	u,正等待其他工作的回應。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
165	1	u,不可將自己登記為好友。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
166	1	u,尚無法製作好友名單，請日後再登記。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
167	1	u,「$c1」已登記在好友名單上。\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
168	1	u,「$c1」邀請您加入好友名單。\0	0	79	9B	B0	FF	a,ItemSound3.sys_friend_invite\0	a,	0	0	0	0	0	a,	a,none\0
169	1	u,答應加入好友 0/1（0 拒絕，1 答應）\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
170	1	u,邀請加入好友的玩家不在線上。\0	0	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,none\0
171	1	u,「$c1」並未登記在好友名單上。\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
172	1	u,無保管費。\0	4	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
173	1	u,保管費不足。\0	4	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
174	1	u,對方攜帶道具數量已滿。\0	4	79	9B	B0	FF	a,ItemSound3.sys_shortage\0	a,	0	0	0	0	0	a,	a,popup\0
175	1	u,HP完全恢復，技能效果解除。\0	0	A0	D7	FE	FF	a,	a,	0	0	0	0	0	a,	a,none\0
176	1	u,對方目前關閉密談。\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
177	1	u,拒絕接收密談。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
178	1	u,允許接收密談。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
179	1	u,此處不可丟棄物品。\0	0	79	9B	B0	FF	a,ItemSound3.sys_impossible\0	a,	0	0	0	0	0	a,	a,none\0
180	1	u,距離刪除日期剩下「$s1」天，要取消刪除嗎？\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
181	1	u,目標看不清楚。\0	0	D6	70	DA	FF	a,	a,	0	0	0	0	0	a,	a,none\0
182	1	u,要中止目前所選擇的「$s1」任務嗎？\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
183	1	u,伺服器人數已滿，請選擇其他伺服器或稍後再試。\0	2	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,server\0
184	1	u,請稍後再試。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
185	1	u,請選擇欲邀請加入隊伍的玩家。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
186	1	u,請選擇欲邀請加入血盟的玩家。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
187	1	u,請選擇要開除的玩家。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
188	1	u,請輸入血盟的名稱。\0	4	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,popup\0
189	1	u,血盟創立。\0	0	79	9B	B0	FF	a,ItemSound3.sys_pledge_join\0	a,189\0	0	0	0	0	0	a,	a,none\0
190	1	u,血盟創立失敗。\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
191	1	u,盟友「$s1」被血盟開除。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
192	1	u,未能開除血盟內的盟員「$s1」。\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
193	1	u,「$s1」血盟已解散。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
194	1	u,血盟解散失敗。\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
195	1	u,加入血盟。\0	0	79	9B	B0	FF	a,ItemSound3.sys_pledge_join\0	a,	0	0	0	0	0	a,	a,none\0
196	1	u,「$s1」拒絕加入血盟。\0	0	79	9B	B0	FF	a,ItemSound3.sys_denial\0	a,	0	0	0	0	0	a,	a,none\0
197	1	u,您已脫離血盟。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
198	1	u,未能脫離「$s1」血盟。\0	0	79	9B	B0	FF	a,ItemSound3.sys_failed\0	a,	0	0	0	0	0	a,	a,none\0
199	1	u,您被血盟開除了。1日內無法加入其他血盟。\0	0	79	9B	B0	FF	a,	a,	0	0	0	0	0	a,	a,none\0
200	1	u,您已脫離隊伍。\0	0	79	9B	B0	FF	a,ItemSound3.sys_party_leave\0	a,	0	0	0	0	0	a,	a,none\0
201	1	u,將隊員「$c1」自隊伍中除名。\0	0	79	9B	B0	FF	a,ItemSound3.sys_party_leave\0	a,	0	0	0	0	0	a,	a,none\0
