skill_id	level	id2	cnt0	list1[0]	list1[1]	list1[2]	list1[3]	list1[4]	list1[5]	list1[6]	list1[7]	val[0]	val[1]	val[2]	val[3]	val[4]	val[5]	val[6]	val[7]	cnt1	list2	list3	cnt2	list4[0]	list4[1]	list4[2]	list4[3]	list4[4]	list4[5]	list4[6]	list4[7]	list4[8]	list4[9]	list5[0]	list5[1]	list5[2]	list5[3]	list5[4]	list5[5]	list5[6]	list5[7]	list5[8]	list5[9]	unk0
21	2	0	0									0	0	0	0	7	28	0	0	0			0																					0
21	3	0	0									0	0	0	0	11	44	0	0	0			0																					0
28	1	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	2	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	3	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	4	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	5	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	6	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	7	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	8	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	9	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	10	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	11	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	12	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	13	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	14	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	15	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	16	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	17	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	18	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	19	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	20	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	21	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	22	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	23	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	24	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	25	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	26	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	27	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	28	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	29	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	30	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	31	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	32	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	33	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	34	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	35	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	36	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	37	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	38	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	39	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	40	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	41	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	42	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	43	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	44	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	45	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	46	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	47	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	48	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	49	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	101	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	102	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	103	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	104	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	105	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	106	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	107	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	108	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	109	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	110	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	111	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	112	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	113	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	114	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	115	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	116	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	117	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	118	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	119	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	120	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	121	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	122	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	123	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	124	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	125	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	126	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	127	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	128	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	129	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	130	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	201	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	202	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	203	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	204	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	205	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	206	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	207	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	208	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	209	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	210	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	211	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	212	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	213	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	214	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	215	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	216	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	217	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	218	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	219	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	220	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	221	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	222	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	223	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	224	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	225	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	226	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	227	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	228	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	229	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	230	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	301	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	302	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	303	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	304	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	305	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	306	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	307	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	308	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	309	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	310	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	311	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	312	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	313	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	314	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	315	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	316	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	317	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	318	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	319	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	320	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	321	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	322	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	323	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	324	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	325	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	326	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	327	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	328	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	329	0	0									0	0	0	0	0	0	0	0	0			0																					0
28	330	0	0									0	0	0	0	0	0	0	0	0			0																					0
45	1	0	0									0	0	0	0	15	60	0	0	0			0																					0
45	2	0	0									0	0	0	0	16	63	0	0	0			0																					0
45	3	0	0									0	0	0	0	17	66	0	0	0			0																					0
45	4	0	0									0	0	0	0	18	70	0	0	0			0																					0
45	5	0	0									0	0	0	0	18	70	0	0	0			0																					0
45	6	0	0									0	0	0	0	19	73	0	0	0			0																					0
45	7	0	0									0	0	0	0	20	79	0	0	0			0																					0
45	8	0	0									0	0	0	0	21	82	0	0	0			0																					0
45	9	0	0									0	0	0	0	22	85	0	0	0			0																					0
56	1	2	1	6								0	0	0	0	0	17	0	0	0			0																					0
56	2	2	1	6								0	0	0	0	0	18	0	0	0			0																					0
56	3	2	1	6								0	0	0	0	0	19	0	0	0			0																					0
56	4	2	1	6								0	0	0	0	0	22	0	0	0			0																					0
56	5	2	1	6								0	0	0	0	0	23	0	0	0			0																					0
56	6	2	1	6								0	0	0	0	0	25	0	0	0			0																					0
56	7	2	1	6								0	0	0	0	0	31	0	0	0			0																					0
56	8	2	1	6								0	0	0	0	0	32	0	0	0			0																					0
56	9	2	1	6								0	0	0	0	0	34	0	0	0			0																					0
56	10	2	1	6								0	0	0	0	0	38	0	0	0			0																					0
56	11	2	1	6								0	0	0	0	0	39	0	0	0			0																					0
56	12	2	1	6								0	0	0	0	0	40	0	0	0			0																					0
56	13	2	1	6								0	0	0	0	0	42	0	0	0			0																					0
56	14	2	1	6								0	0	0	0	0	43	0	0	0			0																					0
56	15	2	1	6								0	0	0	0	0	45	0	0	0			0																					0
56	16	2	1	6								0	0	0	0	0	49	0	0	0			0																					0
56	17	2	1	6								0	0	0	0	0	51	0	0	0			0																					0
56	18	2	1	6								0	0	0	0	0	53	0	0	0			0																					0
56	19	2	1	6								0	0	0	0	0	56	0	0	0			0																					0
56	20	2	1	6								0	0	0	0	0	56	0	0	0			0																					0
56	21	2	1	6								0	0	0	0	0	58	0	0	0			0																					0
56	22	2	1	6								0	0	0	0	0	63	0	0	0			0																					0
56	23	2	1	6								0	0	0	0	0	65	0	0	0			0																					0
56	24	2	1	6								0	0	0	0	0	67	0	0	0			0																					0
58	1	0	0									0	0	0	0	8	32	0	0	0			0																					0
58	2	0	0									0	0	0	0	9	34	0	0	0			0																					0
58	3	0	0									0	0	0	0	9	36	0	0	0			0																					0
58	4	0	0									0	0	0	0	11	42	0	0	0			0																					0
58	5	0	0									0	0	0	0	12	45	0	0	0			0																					0
58	6	0	0									0	0	0	0	12	47	0	0	0			0																					0
58	7	0	0									0	0	0	0	13	49	0	0	0			0																					0
58	8	0	0									0	0	0	0	13	52	0	0	0			0																					0
58	9	0	0									0	0	0	0	14	55	0	0	0			0																					0
58	10	0	0									0	0	0	0	15	60	0	0	0			0																					0
58	11	0	0									0	0	0	0	16	63	0	0	0			0																					0
58	12	0	0									0	0	0	0	17	66	0	0	0			0																					0
58	13	0	0									0	0	0	0	18	70	0	0	0			0																					0
58	14	0	0									0	0	0	0	18	70	0	0	0			0																					0
58	15	0	0									0	0	0	0	19	73	0	0	0			0																					0
58	16	0	0									0	0	0	0	20	79	0	0	0			0																					0
58	17	0	0									0	0	0	0	21	82	0	0	0			0																					0
58	18	0	0									0	0	0	0	22	85	0	0	0			0																					0
58	19	0	0									0	0	0	0	23	92	0	0	0			0																					0
58	20	0	0									0	0	0	0	24	95	0	0	0			0																					0
58	21	0	0									0	0	0	0	25	97	0	0	0			0																					0
58	22	0	0									0	0	0	0	25	97	0	0	0			0																					0
58	23	0	0									0	0	0	0	26	101	0	0	0			0																					0
58	24	0	0									0	0	0	0	26	104	0	0	0			0																					0
58	25	0	0									0	0	0	0	27	107	0	0	0			0																					0
58	26	0	0									0	0	0	0	28	111	0	0	0			0																					0
58	27	0	0									0	0	0	0	29	114	0	0	0			0																					0
58	28	0	0									0	0	0	0	30	118	0	0	0			0																					0
58	29	0	0									0	0	0	0	31	121	0	0	0			0																					0
58	30	0	0									0	0	0	0	32	125	0	0	0			0																					0
58	31	0	0									0	0	0	0	32	127	0	0	0			0																					0
58	32	0	0									0	0	0	0	32	127	0	0	0			0																					0
58	33	0	0									0	0	0	0	33	131	0	0	0			0																					0
58	34	0	0									0	0	0	0	34	134	0	0	0			0																					0
58	35	0	0									0	0	0	0	35	138	0	0	0			0																					0
58	36	0	0									0	0	0	0	36	141	0	0	0			0																					0
58	37	0	0									0	0	0	0	36	144	0	0	0			0																					0
58	38	0	0									0	0	0	0	37	148	0	0	0			0																					0
58	39	0	0									0	0	0	0	38	151	0	0	0			0																					0
58	40	0	0									0	0	0	0	39	154	0	0	0			0																					0
58	41	0	0									0	0	0	0	39	156	0	0	0			0																					0
58	42	0	0									0	0	0	0	39	156	0	0	0			0																					0
58	43	0	0									0	0	0	0	40	159	0	0	0			0																					0
58	44	0	0									0	0	0	0	41	162	0	0	0			0																					0
58	45	0	0									0	0	0	0	42	165	0	0	0			0																					0
58	46	0	0									0	0	0	0	42	168	0	0	0			0																					0
58	47	0	0									0	0	0	0	43	171	0	0	0			0																					0
58	48	0	0									0	0	0	0	44	174	0	0	0			0																					0
58	49	0	0									0	0	0	0	45	177	0	0	0			0																					0
58	50	0	0									0	0	0	0	45	179	0	0	0			0																					0
58	51	0	0									0	0	0	0	46	182	0	0	0			0																					0
58	52	0	0									0	0	0	0	46	184	0	0	0			0																					0
58	53	0	0									0	0	0	0	47	186	0	0	0			0																					0
58	54	0	0									0	0	0	0	48	189	0	0	0			0																					0
58	55	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	101	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	102	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	103	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	104	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	105	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	106	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	107	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	108	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	109	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	110	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	111	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	112	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	113	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	114	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	115	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	116	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	117	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	118	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	119	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	120	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	121	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	122	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	123	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	124	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	125	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	126	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	127	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	128	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	129	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	130	0	0									0	0	0	0	48	191	0	0	0			0																					0
58	201	0	0									0	0	0	0	46	187	0	0	0			0																					0
58	202	0	0									0	0	0	0	46	184	0	0	0			0																					0
58	203	0	0									0	0	0	0	45	181	0	0	0			0																					0
58	204	0	0									0	0	0	0	44	178	0	0	0			0																					0
58	205	0	0									0	0	0	0	43	175	0	0	0			0																					0
58	206	0	0									0	0	0	0	43	172	0	0	0			0																					0
58	207	0	0									0	0	0	0	42	169	0	0	0			0																					0
58	208	0	0									0	0	0	0	41	165	0	0	0			0																					0
58	209	0	0									0	0	0	0	40	162	0	0	0			0																					0
58	210	0	0									0	0	0	0	39	159	0	0	0			0																					0
58	211	0	0									0	0	0	0	39	156	0	0	0			0																					0
58	212	0	0									0	0	0	0	38	153	0	0	0			0																					0
58	213	0	0									0	0	0	0	37	150	0	0	0			0																					0
58	214	0	0									0	0	0	0	36	147	0	0	0			0																					0
58	215	0	0									0	0	0	0	35	143	0	0	0			0																					0
58	216	0	0									0	0	0	0	35	140	0	0	0			0																					0
58	217	0	0									0	0	0	0	34	137	0	0	0			0																					0
58	218	0	0									0	0	0	0	33	134	0	0	0			0																					0
58	219	0	0									0	0	0	0	32	131	0	0	0			0																					0
58	220	0	0									0	0	0	0	32	128	0	0	0			0																					0
58	221	0	0									0	0	0	0	31	125	0	0	0			0																					0
58	222	0	0									0	0	0	0	30	121	0	0	0			0																					0
58	223	0	0									0	0	0	0	29	118	0	0	0			0																					0
58	224	0	0									0	0	0	0	28	115	0	0	0			0																					0
58	225	0	0									0	0	0	0	28	112	0	0	0			0																					0
58	226	0	0									0	0	0	0	27	109	0	0	0			0																					0
58	227	0	0									0	0	0	0	26	106	0	0	0			0																					0
58	228	0	0									0	0	0	0	25	102	0	0	0			0																					0
58	229	0	0									0	0	0	0	24	99	0	0	0			0																					0
58	230	0	0									0	0	0	0	24	96	0	0	0			0																					0
58	301	0	0									0	0	0	0	47	189	0	0	0			0																					0
58	302	0	0									0	0	0	0	46	187	0	0	0			0																					0
58	303	0	0									0	0	0	0	46	186	0	0	0			0																					0
58	304	0	0									0	0	0	0	46	184	0	0	0			0																					0
58	305	0	0									0	0	0	0	45	183	0	0	0			0																					0
58	306	0	0									0	0	0	0	45	181	0	0	0			0																					0
58	307	0	0									0	0	0	0	45	180	0	0	0			0																					0
58	308	0	0									0	0	0	0	44	178	0	0	0			0																					0
58	309	0	0									0	0	0	0	44	176	0	0	0			0																					0
58	310	0	0									0	0	0	0	43	175	0	0	0			0																					0
58	311	0	0									0	0	0	0	43	173	0	0	0			0																					0
58	312	0	0									0	0	0	0	43	172	0	0	0			0																					0
58	313	0	0									0	0	0	0	42	170	0	0	0			0																					0
58	314	0	0									0	0	0	0	42	169	0	0	0			0																					0
58	315	0	0									0	0	0	0	41	167	0	0	0			0																					0
58	316	0	0									0	0	0	0	41	165	0	0	0			0																					0
58	317	0	0									0	0	0	0	41	164	0	0	0			0																					0
58	318	0	0									0	0	0	0	40	162	0	0	0			0																					0
58	319	0	0									0	0	0	0	40	161	0	0	0			0																					0
58	320	0	0									0	0	0	0	39	159	0	0	0			0																					0
58	321	0	0									0	0	0	0	39	158	0	0	0			0																					0
58	322	0	0									0	0	0	0	39	156	0	0	0			0																					0
58	323	0	0									0	0	0	0	38	154	0	0	0			0																					0
58	324	0	0									0	0	0	0	38	153	0	0	0			0																					0
58	325	0	0									0	0	0	0	37	151	0	0	0			0																					0
58	326	0	0									0	0	0	0	37	150	0	0	0			0																					0
58	327	0	0									0	0	0	0	37	148	0	0	0			0																					0
58	328	0	0									0	0	0	0	36	147	0	0	0			0																					0
58	329	0	0									0	0	0	0	36	145	0	0	0			0																					0
58	330	0	0									0	0	0	0	36	144	0	0	0			0																					0
58	401	0	0									0	0	0	0	47	189	0	0	0			0																					0
58	402	0	0									0	0	0	0	46	187	0	0	0			0																					0
58	403	0	0									0	0	0	0	46	186	0	0	0			0																					0
58	404	0	0									0	0	0	0	46	184	0	0	0			0																					0
58	405	0	0									0	0	0	0	45	183	0	0	0			0																					0
58	406	0	0									0	0	0	0	45	181	0	0	0			0																					0
58	407	0	0									0	0	0	0	45	180	0	0	0			0																					0
58	408	0	0									0	0	0	0	44	178	0	0	0			0																					0
58	409	0	0									0	0	0	0	44	176	0	0	0			0																					0
58	410	0	0									0	0	0	0	43	175	0	0	0			0																					0
58	411	0	0									0	0	0	0	43	173	0	0	0			0																					0
58	412	0	0									0	0	0	0	43	172	0	0	0			0																					0
58	413	0	0									0	0	0	0	42	170	0	0	0			0																					0
58	414	0	0									0	0	0	0	42	169	0	0	0			0																					0
58	415	0	0									0	0	0	0	41	167	0	0	0			0																					0
58	416	0	0									0	0	0	0	41	165	0	0	0			0																					0
58	417	0	0									0	0	0	0	41	164	0	0	0			0																					0
58	418	0	0									0	0	0	0	40	162	0	0	0			0																					0
58	419	0	0									0	0	0	0	40	161	0	0	0			0																					0
58	420	0	0									0	0	0	0	39	159	0	0	0			0																					0
58	421	0	0									0	0	0	0	39	158	0	0	0			0																					0
58	422	0	0									0	0	0	0	39	156	0	0	0			0																					0
58	423	0	0									0	0	0	0	38	154	0	0	0			0																					0
58	424	0	0									0	0	0	0	38	153	0	0	0			0																					0
58	425	0	0									0	0	0	0	37	151	0	0	0			0																					0
58	426	0	0									0	0	0	0	37	150	0	0	0			0																					0
58	427	0	0									0	0	0	0	37	148	0	0	0			0																					0
58	428	0	0									0	0	0	0	36	147	0	0	0			0																					0
58	429	0	0									0	0	0	0	36	145	0	0	0			0																					0
58	430	0	0									0	0	0	0	36	144	0	0	0			0																					0
61	1	0	0									0	0	0	0	5	17	0	0	0			0																					0
61	2	0	0									0	0	0	0	9	33	0	0	0			0																					0
61	3	0	0									0	0	0	0	11	44	0	0	0			0																					0
70	1	0	0									0	0	0	0	3	9	0	0	0			0																					0
70	2	0	0									0	0	0	0	3	9	0	0	0			0																					0
70	3	0	0									0	0	0	0	3	10	0	0	0			0																					0
70	4	0	0									0	0	0	0	3	11	0	0	0			0																					0
70	5	0	0									0	0	0	0	3	11	0	0	0			0																					0
70	6	0	0									0	0	0	0	3	12	0	0	0			0																					0
70	7	0	0									0	0	0	0	3	12	0	0	0			0																					0
70	8	0	0									0	0	0	0	4	13	0	0	0			0																					0
70	9	0	0									0	0	0	0	4	14	0	0	0			0																					0
70	10	0	0									0	0	0	0	4	14	0	0	0			0																					0
70	11	0	0									0	0	0	0	4	15	0	0	0			0																					0
70	12	0	0									0	0	0	0	4	15	0	0	0			0																					0
70	13	0	0									0	0	0	0	4	16	0	0	0			0																					0
70	14	0	0									0	0	0	0	5	17	0	0	0			0																					0
70	15	0	0									0	0	0	0	5	17	0	0	0			0																					0
70	16	0	0									0	0	0	0	5	18	0	0	0			0																					0
70	17	0	0									0	0	0	0	5	19	0	0	0			0																					0
70	18	0	0									0	0	0	0	5	19	0	0	0			0																					0
70	19	0	0									0	0	0	0	5	20	0	0	0			0																					0
70	20	0	0									0	0	0	0	5	20	0	0	0			0																					0
70	21	0	0									0	0	0	0	6	21	0	0	0			0																					0
70	22	0	0									0	0	0	0	6	21	0	0	0			0																					0
70	23	0	0									0	0	0	0	6	22	0	0	0			0																					0
70	24	0	0									0	0	0	0	6	23	0	0	0			0																					0
70	25	0	0									0	0	0	0	6	23	0	0	0			0																					0
70	26	0	0									0	0	0	0	6	24	0	0	0			0																					0
70	27	0	0									0	0	0	0	6	24	0	0	0			0																					0
70	28	0	0									0	0	0	0	7	25	0	0	0			0																					0
70	29	0	0									0	0	0	0	7	25	0	0	0			0																					0
70	30	0	0									0	0	0	0	7	26	0	0	0			0																					0
70	31	0	0									0	0	0	0	7	27	0	0	0			0																					0
70	32	0	0									0	0	0	0	7	27	0	0	0			0																					0
70	33	0	0									0	0	0	0	7	28	0	0	0			0																					0
70	34	0	0									0	0	0	0	7	28	0	0	0			0																					0
70	35	0	0									0	0	0	0	8	29	0	0	0			0																					0
70	36	0	0									0	0	0	0	8	30	0	0	0			0																					0
70	37	0	0									0	0	0	0	8	30	0	0	0			0																					0
70	38	0	0									0	0	0	0	8	31	0	0	0			0																					0
70	39	0	0									0	0	0	0	8	31	0	0	0			0																					0
70	40	0	0									0	0	0	0	8	32	0	0	0			0																					0
70	41	0	0									0	0	0	0	8	32	0	0	0			0																					0
70	42	0	0									0	0	0	0	9	33	0	0	0			0																					0
70	43	0	0									0	0	0	0	9	34	0	0	0			0																					0
